1.000000000000000000e+00,-4.139964997416303860e-01,9.957805046548588723e-02,-1.079826049879745592e-01,-1.158902247833938498e-01
0.000000000000000000e+00,-4.455265179584595447e-01,1.548861171949218046e-02,6.990500861841858482e-02,3.554700712351047988e-03
1.000000000000000000e+00,-5.145954750111108034e-01,-1.061738112869407835e-03,-1.682209039198832509e-02,1.310329290823546156e-02
1.000000000000000000e+00,-7.436906079846071771e-01,1.813813182731228296e-02,-1.527395919281225312e-01,4.647955858877336754e-02
1.000000000000000000e+00,-4.885545327525394610e-01,1.656959822471989335e-02,-4.878557337504216967e-02,-7.343172093650897347e-02
1.000000000000000000e+00,-5.791319698114811843e-01,5.850565282561521335e-02,-6.939655153264570608e-03,-1.051888219455254375e-01
1.000000000000000000e+00,-8.019237795541524216e-02,-5.095187337644785375e-02,8.508705107982753035e-02,3.382529100152306591e-03
1.000000000000000000e+00,-4.414899260374385154e-03,2.999386878761775566e-01,1.136371645651736706e-01,-3.314947285469476701e-01
1.000000000000000000e+00,-5.259999495901606092e-01,4.288444293955043229e-01,1.855137745580463238e-01,3.581608361249317141e-01
0.000000000000000000e+00,-4.153291898806837912e-01,4.256372710493437628e-02,-6.996581542871925519e-02,-1.077955154290390904e-01
0.000000000000000000e+00,-6.488189713965890615e-01,3.182418489883092061e-01,1.690375452276624835e-01,2.625708521605102930e-01
1.000000000000000000e+00,-3.782398425991520541e-01,-2.947043469513445368e-02,-8.180819463996079344e-02,-9.754542311691836998e-02
0.000000000000000000e+00,-9.047278422204796389e-01,-9.744625802593899488e-02,-1.446323715274094035e-01,7.148676530784071892e-02
0.000000000000000000e+00,-5.105323855792963661e-01,-1.145315457703136447e-01,-1.552228432543633074e-01,-1.828747981447093399e-02
0.000000000000000000e+00,3.366737295495634275e-01,-1.464878252978256135e-01,-3.786937176084547579e-02,-1.741470507594973516e-02
0.000000000000000000e+00,-1.890748231433270754e-01,-8.623165070671542920e-02,-9.842811082514046905e-02,-9.167285483023339399e-02
0.000000000000000000e+00,-7.460614188814796988e-01,4.164027580630710879e-03,1.173449652043526276e-01,9.415151677452552464e-03
0.000000000000000000e+00,-4.354458782487978796e-01,-2.782060690177037138e-02,2.404030132250824514e-01,-7.882974174384636823e-02
1.000000000000000000e+00,-4.284445218922782184e-01,-1.142614990377616851e-01,1.265912144190247529e-02,-2.752078242565146604e-03
1.000000000000000000e+00,-4.114329741786554862e-01,-1.505644074589425063e-01,7.966639358761219702e-02,3.720197306676320537e-02
0.000000000000000000e+00,-3.784691110345660414e-01,-1.621331932346639360e-01,-3.918331592366035288e-02,3.916351020703268127e-02
0.000000000000000000e+00,-4.956261730466521853e-01,-8.363660286663379684e-02,-3.937468521203087157e-03,9.376160644652884596e-03
0.000000000000000000e+00,-5.045515545307570626e-01,-8.450388862295374337e-02,1.390566437604210115e-01,-7.525175868914296684e-02
1.000000000000000000e+00,9.210889593339341985e-01,1.742669770710587596e-01,5.250103863332565846e-01,-2.227319173919208861e-01
0.000000000000000000e+00,-8.583869409150935992e-01,-4.038577150778022151e-02,1.843793990300600927e-01,-4.867638032548865512e-02
1.000000000000000000e+00,-1.164820813029549262e-01,-1.872846365433322724e-01,1.317683744119080014e-01,-2.772841250053548201e-02
1.000000000000000000e+00,-4.615284048027231689e-01,-4.836294911597355251e-02,-1.398031917667674241e-02,-6.485136469878563514e-02
1.000000000000000000e+00,-3.981662616686733047e-01,6.059400821347904129e-03,-2.550857308512637089e-02,-7.547703596858096331e-02
1.000000000000000000e+00,-3.192207153498695105e-01,3.084949978207849330e-01,7.449326193311330002e-02,2.630848456006684710e-01
1.000000000000000000e+00,-3.253425567633256854e-01,3.111481463951421000e-02,1.263045388591876178e-02,-6.623245060050789168e-02
0.000000000000000000e+00,-1.697140725932324568e-01,-1.642133491526889116e-02,-3.010018342260394400e-02,-4.986366952676177938e-02
0.000000000000000000e+00,-5.014557999441909830e-01,-2.082842315113355228e-02,-1.018715689076690883e-01,-3.927876709444111381e-02
1.000000000000000000e+00,-4.802504600695108872e-01,1.897739600462158005e-01,8.306303837834613790e-02,1.584100227823724005e-01
0.000000000000000000e+00,2.994994745310305961e-01,-4.054243682490416001e-02,-3.390854790879335029e-02,-4.798259921825068913e-02
1.000000000000000000e+00,-3.146527520579597836e-02,-2.199749337999036547e-01,-1.398331620037998047e-01,4.639249486171869580e-02
1.000000000000000000e+00,-3.570776675656824328e-01,-1.306924100674927425e-01,5.167608731797889571e-02,-5.384782217935017712e-02
0.000000000000000000e+00,3.797285396823231185e-01,-1.558419663420189671e-01,-1.306033623153743661e-01,-1.895679891446444554e-02
0.000000000000000000e+00,-7.146195806893294866e-02,-8.910606841894491703e-02,1.118559266657620233e-01,-5.300836847582526823e-02
1.000000000000000000e+00,1.382828843327351676e-01,-8.810271619794335374e-02,5.943275611247974405e-02,-4.895127210245072552e-02
0.000000000000000000e+00,3.647543155281073313e-01,-2.807382083100994352e-01,-4.727944960780507827e-02,-2.665153504182996014e-02
0.000000000000000000e+00,-2.484890436836253158e-01,-6.538764703724198046e-02,1.298757975504832678e-02,-3.031007943677655608e-02
1.000000000000000000e+00,3.336293017855037069e-01,-5.729659293309133372e-02,-1.449599645427652184e-01,1.277784531617023878e-01
0.000000000000000000e+00,4.555683353954744774e-01,-7.170284998436135537e-02,-2.502635736999674759e-02,1.067521212449277085e-01
0.000000000000000000e+00,9.725131302339574679e-01,-2.120453913198632190e-01,-1.201323668880652784e-01,1.707129742349773882e-01
0.000000000000000000e+00,3.209923001188944025e-01,-1.469369182403501006e-01,4.207077082609297913e-02,1.837210067047883311e-01
1.000000000000000000e+00,2.309599167901744021e+00,-3.943496616334407623e-01,4.046209528008597456e-01,1.528447842099221188e-01
0.000000000000000000e+00,1.395460661347162512e+00,2.848346129517429492e-01,-1.653151695264608589e-01,-2.606807432578000377e-03
0.000000000000000000e+00,1.044474805310984911e+00,2.329385067566546452e-01,-1.769082181860255620e-01,-4.163428628864133951e-02
1.000000000000000000e+00,6.775271636476160042e-01,-8.308829428421666413e-03,-9.295004347777910403e-02,7.778856454756916117e-02
0.000000000000000000e+00,2.793789276357932366e-02,6.335742994684229190e-03,-1.108556260308478092e-01,1.385524850663215624e-01
1.000000000000000000e+00,2.191451874534659228e-01,2.436871616311895791e-02,-8.807176084583201447e-02,4.239005707347118235e-02
0.000000000000000000e+00,7.834804349101739396e-01,1.307973919167997601e-01,-2.112482158023938350e-01,6.948702312401129622e-02
1.000000000000000000e+00,8.887467814563959623e-01,2.514956920955827568e-01,-8.268238752559015081e-02,-1.549669371383030902e-01
0.000000000000000000e+00,8.179702946868322444e-01,1.194263745677895117e-01,-1.752124514165811775e-01,-5.231793238056883094e-02
1.000000000000000000e+00,1.083154755643848777e+00,2.851193315035868148e-01,-1.094446250931671305e-01,-1.264780309636208133e-01
1.000000000000000000e+00,8.116706390187751197e-01,7.635198452246665102e-02,8.390969213173091190e-02,-2.370264227691775902e-02
